aBomBom1,SCAFFOLD_1533,CP021908,Staphylococcus.aureus,99.99477570353858,57424
aBomBom1,SCAFFOLD_1533,CP098256,Staphylococcus aureus,99.9947757035386,57424
aBomBom1,SCAFFOLD_1533,CP020021,Staphylococcus aureus,99.9947757035386,57424
aBomBom1,SCAFFOLD_1533,CP011527,Staphylococcus aureus,99.9947757035386,57424
aBomBom1,SCAFFOLD_1533,CP040999,Staphylococcus aureus,99.9947757035386,57424
aBomBom1,SCAFFOLD_1533,CP064366,Staphylococcus aureus,99.9947757035386,57424
aBomBom1,SCAFFOLD_1533,CP098254,Staphylococcus aureus,99.9947757035386,57424
aBomBom1,SCAFFOLD_1533,CP098258,Staphylococcus aureus,99.9947757035386,57424
aBomBom1,SCAFFOLD_1533,CP009362,Staphylococcus aureus,99.9947757035386,57424
aBomBom1,SCAFFOLD_1533,CP021906,Staphylococcus aureus,99.9947757035386,57424
aBomBom1,SCAFFOLD_1533,CP035102,Staphylococcus aureus,99.9930342713848,57424
aBomBom1,SCAFFOLD_1533,AP014943,Staphylococcus aureus,99.9930342713848,57424
aBomBom1,SCAFFOLD_1533,GQ900385,Staphylococcus aureus,99.9529813318473,57424
aBomBom1,SCAFFOLD_1533,CP031673,Staphylococcus aureus,99.9181526887712,57424
aBomBom1,SCAFFOLD_1533,CP062425,Staphylococcus aureus,99.4897603789356,57424
aBomBom1,SCAFFOLD_1533,CP052024,Staphylococcus aureus,99.3138757314015,57424
aBomBom1,SCAFFOLD_1533,LS483484,Staphylococcus aureus,99.2407355809418,57424
aBomBom1,SCAFFOLD_1533,CP062441,Staphylococcus aureus,99.2407355809418,57424
aBomBom1,SCAFFOLD_1533,CP049421,Staphylococcus aureus,99.2407355809418,57424
aBomBom1,SCAFFOLD_1533,BX571856,Staphylococcus aureus subsp. aureus MRSA252,99.2407355809418,57424
aBomBom1,SCAFFOLD_2560,CP071104,Staphylococcus aureus,99.9963086009598,27090
aBomBom1,SCAFFOLD_2560,CP035003,Staphylococcus aureus,99.9963086009598,27090
aBomBom1,SCAFFOLD_2560,CP099499,Staphylococcus aureus,99.9963086009598,27090
aBomBom1,SCAFFOLD_2560,CP099497,Staphylococcus aureus,99.9963086009598,27090
aBomBom1,SCAFFOLD_2560,CP013621,Staphylococcus aureus,99.9963086009598,27090
aBomBom1,SCAFFOLD_2560,CP013218,Staphylococcus aureus,99.9963086009598,27090
aBomBom1,SCAFFOLD_2560,CP017091,Staphylococcus aureus,99.9963086009598,27090
aBomBom1,SCAFFOLD_2560,CP019595,Staphylococcus aureus,99.9963086009598,27090
aBomBom1,SCAFFOLD_2560,CP019593,Staphylococcus aureus,99.9963086009598,27090
aBomBom1,SCAFFOLD_2560,LT992461,Staphylococcus aureus,99.9963086009598,27090
aBomBom1,SCAFFOLD_2560,LT992474,Staphylococcus aureus,99.9963086009598,27090
aBomBom1,SCAFFOLD_2560,CP049443,Staphylococcus aureus,99.9963086009598,27090
aBomBom1,SCAFFOLD_2560,CP094793,Staphylococcus aureus,99.9963086009598,27090
aBomBom1,SCAFFOLD_2560,CP094743,Staphylococcus aureus,99.9963086009598,27090
